Chapter,ID,Chunk,Fellowship
4,6,"The merry voice of Pippin came to him.

He was running on the green turf and singing.

[Frodo]: ‘No! I could not!’ he said to himself.

[Frodo]: ‘It is one thing to take my young friends walking 
over  the Shire with me, until we are hungry and weary, 
and food and bed are sweet. To take them into exile, where 
hunger and weariness may have no cure, is quite another – 
even if they are willing to come. ’
[Frodo]: ‘The inheritance is mine 
alone. I don’t think I ought even to take Sam.’",Positive
9,9,"Some, doubtless, were no better than tramps, ready to dig 
a hole in any bank and stay only as long as it suited them. 
But in the Bree-land, at any rate, the hobbits were decent 
and prosperous, and no more rustic than most of their 
distant relatives Inside. It was not yet forgotten that there 
had been a time when there was much coming and going 
between the Shire and Bree.

There was Bree-blood in the Brandybucks by all accounts.",Neutral
6,61,"[Sam]: ‘I suppose we haven’t got an axe among our 
luggage, Mr. Frodo?’ asked Sam.

[Frodo]: ‘I brought a little hatchet for chopping firewood,’ 
said Frodo.

[Frodo]: ‘That wouldn’t be much use.’

[Sam]: ‘Wait a minute!’
cried Sam, struck by an idea suggested by
firewood.

[Sam]: ‘We might do something with fire!’
[Frodo]: ‘We might,’ said Frodo doubtfully.

[Frodo]: ‘We might succeed in roasting Pippin alive inside.’
[Sam]: ‘We might try to hurt or frighten this tree to begin with,’
said Sam fiercely.
[Sam]: ‘If it don’t let them go, I’ll have it down, if
I have to gnaw it.’",Negative
17,59,"Beyond the fire he saw
swarming black figures: there seemed to be hundreds of orcs.

They brandished spears and scimitars which shone red as
blood in the firelight. Doom, doom rolled the drum-beats,
growing louder and louder, doom, doom.

Legolas turned and set an arrow to the string, though it was a long 
shot for his small bow. He drew, but his hand fell, and the arrow 
slipped to the ground. He gave a cry of dismay and fear.",Negative
5,40,"[Merry]: ‘Of course we understand,’ said Merry firmly.

[Merry]: ‘That is why we have decided to come.
We know the Ring is no laughing-matter; but we are 
going to do our best to help you against the Enemy.’

[Frodo]: ‘The Ring!’ said Frodo, now completely amazed.

[Merry]: ‘Yes, the Ring,’ said Merry.

[Merry]: ‘My dear old hobbit, you don’t
allow for the inquisitiveness of friends.’",Positive
6,71,"He had a blue coat and a long brown beard; his eyes 
were blue and bright, and his face was red as a ripe 
apple, but creased into a hundred wrinkles of laughter.

In his hands he carried on a large leaf as on a tray a 
small pile of white water-lilies.

[Frodo and Sam]: ‘Help!’ cried Frodo and Sam running 
towards him with their hands stretched out.

[Tom Bombadil]: ‘Whoa! Whoa! steady there!’ cried the 
old man, holding up one hand, and they stopped short, 
as if they had been struck stiff.",Negative
15,94,"Frodo overheard these words, and understood that Gandalf and 
Aragorn were continuing some debate that had begun long before.
He listened anxiously.

[Aragorn]: ‘I think no good of our course from beginning to end,
as you know well, Gandalf,’ answered Aragorn.
[Aragorn]: ‘And perils known and unknown will grow as we go on.’

[Aragorn]: ‘But we must go on; and it is no good our delaying the 
passage  of the mountains.’",Negative
15,20,"Of the Black Riders no other trace was to be seen, and nowhere
was their presence to be felt. It seemed that they had vanished
from the North.

[Gandalf]: ‘Eight out of the Nine are accounted for at least,’ said
Gandalf.

[Gandalf]: ‘It is rash to be too sure, yet I think that we may
hope now that the Ringwraiths were scattered, and have been
obliged to return as best they could to their Master in Mordor,
empty and shapeless.’

[Gandalf]: ‘If that is so, it will be some time before they can begin the
hunt again.’",Neutral
3,67,"When it reached the tree and was level with Frodo the
horse stopped.

The riding figure sat quite still with its head
bowed, as if listening. From inside the hood came a noise as
of someone sniffing to catch an elusive scent; the head turned
from side to side of the road. A sudden unreasoning fear of 
discovery laid hold of Frodo, and he thought of his Ring.

He hardly dared to breathe, and
yet the desire to get it out of his pocket became so strong that
he began slowly to move his hand.",Negative
20,20,"[Elves]: ‘All the same, we bid you spare the food,’ they said.

[Elves]: ‘Eat little at a time, and only at need. For these things are given
to serve you when all else fails. The cakes will keep sweet
for many many days, if they are unbroken and left in their
leaf-wrappings, as we have brought them.’

[Elves]: ‘One will keep a traveller on his feet for a day of long labour, 
even if he be one of the tall Men of Minas Tirith.’",Neutral
15,138,"The spray of it half blinded the Company as they crouched
against the cliff, and when the air cleared again they saw that
the path was blocked behind them.

[Gimli]: ‘Enough, enough!’ cried Gimli.
[Gimli]: ‘We are departing as quickly as we may!’

And indeed with that last stroke the malice of the
mountain seemed to be expended, as if Caradhras was satisfied
that the invaders had been beaten off and would not dare to
return.

The threat of snow lifted; the clouds began to break
and the light grew broader.",Negative
21,10,"[Aragorn]: ‘But here we are not above sixty leagues,
I guess, south of the Southfarthing away in your Shire, hun-
dreds of long miles yonder.’

[Aragorn]: ‘You are looking now south-west
across the north plains of the Riddermark, Rohan the land of
the Horse-lords. Ere long we shall come to the mouth of the
Limlight that runs down from Fangorn to join the Great
River.’

[Aragorn]: ‘That is the north boundary of Rohan; and of old all that lay 
between Limlight and the White Mountains belonged to the Rohirrim.’",Neutral
12,12,"From the
pouch at his belt he drew out the long leaves of a plant.

[Aragorn]: ‘These leaves,’ he said, 
[Aragorn]: ‘I have walked far to find; for this plant does not grow in 
the bare hills; but in the thickets away south of the Road 
I found it in the dark by the scent of its leaves.’

He crushed a leaf in his fingers, and it gave out
a sweet and pungent fragrance.

[Aragorn]: ‘It is fortunate that I could find it, for it is a healing 
plant that the Men of the West brought to Middle-earth.’",Positive
9,38,"[Mr. Butterbur]: ‘But as you please! Ring the bell, if you lack
anything!’

So refreshed and encouraged did they feel at the end of
their supper (about three quarters of an hour’s steady going,
not hindered by unnecessary talk) that Frodo, Pippin, and
Sam decided to join the company.

Merry said it would be too stuffy.
[Merry]: ‘I shall sit here quietly by the fire for a bit, and
perhaps go out later for a sniff of the air. Mind your Ps and
Qs, and don’t forget that you are supposed to be escaping in
secret, and are still on the high-road and not very far from
the Shire!’",Positive
12,18,"They started off in a southerly direction. This would mean
crossing the Road, but it was the quickest way to more
wooded country.

And they needed fuel; for Strider said that
Frodo must be kept warm, especially at night, while fire
would be some protection for them all.

It was also his plan to shorten their journey by cutting across 
another great loop of the Road: east beyond Weathertop it 
changed its course and took a wide bend northwards.",Neutral
6,75,"[Tom Bombadil]: ‘What be you a-thinking of?
You should not be waking. Eat earth! Dig deep!
Drink water!Go to sleep! Bombadil is talking!’

He then seized Merry’s feet and drew him 
out of the suddenly widening crack.

There was a tearing creak and the other crack split open,
and out of it Pippin sprang, as if he had been kicked.
Then with a loud snap both cracks closed fast again.
A shudder ran through the tree from root to tip, and 
complete silence fell.

[Frodo, Sam, Merry and Pippin]: ‘Thank you!’
said the hobbits, one after the other.
Tom Bombadil burst out laughing.",Positive
19,63,"Then he seemed to see himself going along a dim
passage, and climbing an endless winding stair.

It came to him suddenly that he was looking urgently for something,
but what it was he did not know. Like a dream the vision
shifted and went back, and he saw the trees again.

But this time they were not so close, and he could see what 
was going on: they were not waving in the wind, they were 
falling, crashing to the ground.

[Sam]: ‘Hi!’ cried Sam in an outraged voice.",Negative
1,30,"That was Gandalf’s mark, of course, and the old man
was Gandalf the Wizard, whose fame in the Shire was due
mainly to his skill with fires, smokes, and lights.

His real business was far more difficult and dangerous, but the
Shire-folk knew nothing about it. To them he was just one
of the ‘attractions’ at the Party. 

Hence the excitement of the hobbit-children.
[Children]: ‘G for Grand!’ they shouted, and the old man smiled.",Positive
22,57,"[Aragorn]: ‘Boromir will return to his own city, where his
father and his people need him; and with him the others
should go, or at least Meriadoc and Peregrin, if Legolas is
not willing to leave us.’
[Merry]: ‘That won’t do at all!’ cried Merry.
[Merry]: ‘We can’t leave Frodo! Pippin and I always intended to go wherever 
he went, and we still do. But we did not realize what that would mean. It 
seemed different so far away, in the Shire or in Rivendell. It would be mad 
and cruel to let Frodo go to Mordor. Why can’t we stop him?’",Negative
9,64,"It was about an inn; and that is probably why it
came into Frodo’s mind just then. Here it is in full.
Only a few words of it are now, as a rule, remembered.

[Frodo]: ‘There is an inn, a merry old inn
beneath an old grey hill,
And there they brew a beer so brown
That the Man in the Moon himself came down
one night to drink his fill.
The ostler has a tipsy cat
that plays a five-stringed fiddle;
And up and down he runs his bow,
Now squeaking high, now purring low,
now sawing in the middle.’",Neutral
21,15,"Merry and Pippin in the middle boat were ill at ease, for
Boromir sat muttering to himself, sometimes biting his nails,
as if some restlessness or doubt consumed him, sometimes
seizing a paddle and driving the boat close behind Aragorn’s.

Then Pippin, who sat in the bow looking back, caught a
queer gleam in his eye, as he peered forward gazing at Frodo.",Negative
